Application/Permit Number,Permit Type,Address,Category,Action Type,Work Type,Value,Application Date,Issue Date,Final Date,Expiration Date,Status,Master Use Permit,Latitude,Longitude
6260737,Construction,216 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,15000,12/7/10,1/10/11,,7/10/12,Permit Issued,,47.60035706,-122.3338037
6265004,Construction,4219 22ND AVE W,COMMERCIAL,ADD/ALT,Plan Review,90000,11/22/10,1/10/11,1/27/11,7/10/12,Permit Closed,,47.65859026,-122.3850776
6248089,Construction,6737 CORSON AVE S,COMMERCIAL,ADD/ALT,Plan Review,265118,8/26/10,1/10/11,9/24/12,1/10/14,Permit Closed,3011334,47.54193462,-122.3240548
6204538,Construction,837 N 34TH ST,COMMERCIAL,ALTER,Plan Review,1,1/7/09,1/10/11,,,Permit Issued,,47.64912742,-122.3482479
6270783,Construction,401 1ST AVE S,COMMERCIAL,ALTER,Plan Review,349000,12/30/10,1/10/11,4/20/11,7/10/12,Permit Closed,,47.59903092,-122.3346285
6270200,Construction,1101 MADISON ST,COMMERCIAL,ALTER,Plan Review,6920400,12/22/10,1/10/11,,7/10/12,Permit Issued,,47.6092117,-122.3242674
6270532,Construction,821 2ND AVE,COMMERCIAL,ALTER,Plan Review,15000,12/28/10,1/10/11,3/30/11,7/10/12,Permit Closed,,47.60403796,-122.3349856
6263420,Construction,4556 M L KING JR WAY S,COMMERCIAL,ADD/ALT,Plan Review,244879,11/8/10,1/11/11,11/7/11,7/11/12,Permit Closed,,47.56185593,-122.293646
6241192,Construction,198 NICKERSON ST,COMMERCIAL,ADD/ALT,Plan Review,79385,6/28/10,1/11/11,3/2/12,7/11/12,Permit Closed,3010889,47.64801726,-122.352742
6269559,Construction,520 PIKE ST,COMMERCIAL,ALTER,Plan Review,77000,12/16/10,1/11/11,2/28/11,7/11/12,Permit Closed,,47.61125861,-122.3349503
6267851,Construction,401 S JACKSON ST,COMMERCIAL,ALTER,Plan Review,275000,11/29/10,1/11/11,3/10/11,7/11/12,Permit Closed,,47.59865997,-122.3285576
6271619,Demolition,1222 E MADISON ST,COMMERCIAL,DEMOLITION,No plan review,1,1/11/11,1/11/11,4/2/12,7/11/12,Permit Closed,,47.61338199,-122.3159478
6259877,Construction,2012 E UNION ST,COMMERCIAL,NEW,Plan Review,99846,11/16/10,1/11/11,2/28/11,7/11/12,Permit Closed,,47.61311705,-122.3055559
6271194,Construction,2125 WESTERN AVE,COMMERCIAL,ADD/ALT,No plan review,5000,1/12/11,1/12/11,,7/12/12,Permit Closed,,47.61161484,-122.3459298
6270185,Construction,908 JEFFERSON ST,COMMERCIAL,ADD/ALT,Plan Review,3500,12/22/10,1/12/11,1/21/11,7/12/12,Permit Closed,,47.60536796,-122.3240644
6269911,Construction,7740 34TH AVE SW,COMMERCIAL,ADD/ALT,Plan Review,1,12/20/10,1/12/11,1/14/11,7/12/12,Permit Closed,,47.53284347,-122.374942
6262273,Construction,3131 ELLIOTT AVE,COMMERCIAL,ADD/ALT,Plan Review,177500,12/17/10,1/12/11,6/1/11,7/12/12,Permit Closed,,47.61813927,-122.3583429
6254555,Construction,3730 S DAWSON ST,COMMERCIAL,ADD/ALT,Plan Review,60000,8/5/10,1/12/11,7/11/12,7/12/12,Permit Closed,,47.55638899,-122.2851196
6270538,Construction,1200 6TH AVE,COMMERCIAL,ALTER,Plan Review,47000,12/28/10,1/12/11,2/25/11,7/12/12,Permit Closed,,47.60909624,-122.3320319
6270053,Construction,1600 E JEFFERSON ST,COMMERCIAL,ADD/ALT,No plan review,100000,1/13/11,1/13/11,4/14/11,7/13/12,Permit Closed,,47.60649299,-122.3112289
6266851,Construction,2401 UTAH AVE S,COMMERCIAL,ADD/ALT,Plan Review,115000,12/2/10,1/13/11,3/3/11,7/13/12,Permit Closed,,47.58181846,-122.3353575
6272035,Construction,2326 RAINIER AVE S,COMMERCIAL,ADD/ALT,No plan review,500,1/14/11,1/14/11,4/6/12,7/14/12,Permit Closed,,47.58223237,-122.3006597
6272026,Construction,2201 6TH AVE,COMMERCIAL,ADD/ALT,No plan review,5000,1/14/11,1/14/11,,7/14/12,Permit Closed,,47.61599976,-122.3416694
6271992,Construction,509 OLIVE WAY,COMMERCIAL,ADD/ALT,No plan review,30000,1/14/11,1/14/11,4/22/11,7/14/12,Permit Closed,,47.61275016,-122.3368671
6267539,Construction,1301 2ND AVE,COMMERCIAL,ADD/ALT,Plan Review,80000,12/29/10,1/14/11,5/2/11,7/14/12,Permit Closed,,47.60740726,-122.3377828
6266856,Construction,810 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,50000,12/28/10,1/14/11,6/10/11,7/14/12,Permit Closed,,47.60472034,-122.3326233
6266995,Construction,2815 2ND AVE,COMMERCIAL,ADD/ALT,Plan Review,70000,12/16/10,1/14/11,4/14/11,7/14/12,Permit Closed,,47.61707021,-122.3514237
6263795,Construction,300 OCCIDENTAL AVE S,COMMERCIAL,ADD/ALT,Plan Review,30000,11/18/10,1/14/11,3/18/11,7/14/12,Permit Closed,,47.59962187,-122.3324868
6237436,Construction,7340 35TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,3800000,6/30/10,1/14/11,7/13/12,7/14/12,Permit Closed,,47.6826958,-122.2891304
6271004,Construction,401 2ND AVE S,COMMERCIAL,ALTER,Plan Review,50000,1/4/11,1/14/11,5/4/11,7/14/12,Permit Closed,,47.59858646,-122.3319963
6270416,Construction,711 2ND AVE,COMMERCIAL,ALTER,Plan Review,225000,12/27/10,1/14/11,5/9/11,7/14/12,Permit Closed,,47.60331562,-122.3339067
6272132,Construction,720 OLIVE WAY,COMMERCIAL,ADD/ALT,No plan review,56938,1/18/11,1/18/11,3/7/11,7/18/12,Permit Closed,,47.61418477,-122.3348677
6265170,Construction,1301 2ND AVE,COMMERCIAL,ADD/ALT,Plan Review,250000,12/14/10,1/18/11,3/28/11,7/18/12,Permit Closed,,47.60740726,-122.3377828
6248769,Construction,2915 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,60000,7/27/10,1/18/11,4/25/11,7/18/12,Permit Closed,,47.57719815,-122.3347623
6258269,Construction,6061 CALIFORNIA AVE SW,COMMERCIAL,NEW,Plan Review,476744,8/19/10,1/18/11,12/29/11,7/18/12,Permit Closed,,47.5469845,-122.3876704
6253885,Construction,6053 CALIFORNIA AVE SW,COMMERCIAL,NEW,Plan Review,464778,8/18/10,1/18/11,4/26/12,7/18/12,Permit Closed,,47.54700925,-122.3874719
6272303,Construction,1325 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,60000,1/19/11,1/19/11,4/25/11,7/19/12,Permit Closed,,47.60869743,-122.3358992
6272239,Construction,815 SEATTLE BLVD S,COMMERCIAL,ADD/ALT,No plan review,4000,1/19/11,1/19/11,2/18/11,7/19/12,Permit Closed,,47.59503702,-122.3270514
6264805,Construction,6783 EAST MARGINAL WAY S,COMMERCIAL,ADD/ALT,Plan Review,1900,12/16/10,1/19/11,12/19/12,7/19/12,Permit Closed,,47.54187902,-122.3271526
6264993,Construction,1549 NE 145TH ST,COMMERCIAL,ADD/ALT,Plan Review,10000,12/8/10,1/19/11,2/24/11,7/19/12,Permit Closed,,47.73316034,-122.3105149
6260764,Construction,414 BROADWAY E,COMMERCIAL,ADD/ALT,Plan Review,225000,11/24/10,1/19/11,6/10/11,7/19/12,Permit Closed,,47.62245321,-122.3206165
6260221,Construction,4550 38TH AVE SW,COMMERCIAL,ADD/ALT,Plan Review,150000,10/6/10,1/19/11,3/28/11,7/19/12,Permit Closed,,47.56141808,-122.3796874
6271336,Construction,2101 4TH AVE,COMMERCIAL,ALTER,Plan Review,157404,1/6/11,1/19/11,3/15/11,7/19/12,Permit Closed,,47.61431133,-122.3424544
6267629,Construction,815 AIRPORT WAY S,COMMERCIAL,TEMP,Plan Review,1,12/9/10,1/19/11,2/18/11,7/19/12,Permit Closed,,47.59493876,-122.3267741
6269484,Construction,601 N 59TH ST,COMMERCIAL,ADD/ALT,Plan Review,48000,1/10/11,1/20/11,2/4/11,7/20/12,Permit Closed,,47.67165769,-122.3513217
6266000,Construction,528 17TH AVE,COMMERCIAL,ADD/ALT,Plan Review,2045620,12/29/10,1/20/11,5/5/11,7/20/12,Permit Closed,,47.6070606,-122.309671
6266878,Construction,1704 NE COLUMBIA RD,COMMERCIAL,ADD/ALT,Plan Review,500000,12/22/10,1/20/11,11/17/11,7/20/12,Permit Closed,,47.65106645,-122.3114674
6264202,Construction,3616 34TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,70350,12/7/10,1/20/11,5/23/11,7/20/12,Permit Closed,,47.57102685,-122.2896762
6265124,Construction,2210 WESTLAKE AVE,COMMERCIAL,ADD/ALT,Plan Review,10000,11/15/10,1/20/11,,7/20/12,Permit Closed,,47.61826669,-122.338116
6272229,Site Development,5210 1ST AVE S,COMMERCIAL,CURB CUT,No plan review,1,1/20/11,1/20/11,,7/20/12,AP Closed,,47.55522469,-122.3335634
6260565,Site Development,910 SW SPOKANE ST,COMMERCIAL,GRADING,Plan Review,1,10/12/10,1/20/11,11/30/11,7/20/12,AP Closed,,47.57201568,-122.3464057
6271845,Construction,4608 36TH AVE SW,COMMERCIAL,NO CONSTRUCTION,Plan Review,1,1/13/11,1/20/11,,7/20/12,Permit Closed,,47.56175475,-122.3770727
6267746,Construction,1029 NE 65TH ST,COMMERCIAL,ADD/ALT,No plan review,60000,1/21/11,1/21/11,4/14/11,7/21/12,Permit Closed,,47.67560328,-122.3159969
6272583,Construction,701 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,18000,1/21/11,1/21/11,,7/21/12,Permit Closed,,47.60454089,-122.3307351
6263835,Construction,1331 N NORTHLAKE WAY,COMMERCIAL,ADD/ALT,No plan review,75000,1/21/11,1/21/11,,1/21/14,Permit Closed,,47.64714102,-122.3419409
6268458,Construction,1520 PIKE PL,COMMERCIAL,ADD/ALT,No plan review,20000,1/21/11,1/21/11,9/13/12,7/21/12,Permit Closed,,47.60933106,-122.3413651
6266060,Construction,1425 4TH AVE,COMMERCIAL,ADD/ALT,Plan Review,72000,1/3/11,1/21/11,5/26/11,7/21/12,Permit Closed,,47.60992037,-122.3368814
6270596,Construction,2000 W EMERSON PL,COMMERCIAL,ADD/ALT,Plan Review,12000,12/30/10,1/21/11,,7/21/12,Permit Closed,,47.65561849,-122.3806475
6270199,Construction,900 S JACKSON ST,COMMERCIAL,ADD/ALT,Plan Review,907835,12/29/10,1/21/11,1/21/11,7/21/12,Permit Closed,,47.59951219,-122.3203495
6267329,Construction,2500 SW BARTON ST,COMMERCIAL,ADD/ALT,Plan Review,50000,12/3/10,1/21/11,3/28/11,7/21/12,Permit Closed,,47.52254474,-122.3662842
6264664,Construction,1549 NE 145TH ST,COMMERCIAL,ADD/ALT,Plan Review,162077,10/26/10,1/21/11,2/23/11,7/21/12,Permit Closed,,47.73316034,-122.3105149
6257891,Construction,466 NE 70TH ST,COMMERCIAL,ADD/ALT,Plan Review,463505,9/21/10,1/21/11,4/19/12,7/21/12,Permit Closed,,47.67953613,-122.3232077
6120970,Construction,11325 ROOSEVELT WAY NE,COMMERCIAL,ADD/ALT,Plan Review,10000,12/15/06,1/21/11,1/21/11,7/21/12,Permit Closed,3002898,47.71124872,-122.3181956
6272740,Construction,1505 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,No plan review,85000,1/24/11,1/24/11,5/5/11,7/24/12,Permit Closed,,47.63264186,-122.3417277
6265503,Construction,235 SUMMIT AVE E,COMMERCIAL,ADD/ALT,Plan Review,21000,12/15/10,1/24/11,6/23/11,7/24/12,Permit Closed,,47.62065215,-122.3257367
6165489,Construction,7729A RAINIER AVE S,COMMERCIAL,ADD/ALT,Plan Review,10000,2/1/08,1/24/11,1/24/11,7/24/12,Permit Closed,,47.53290622,-122.2703516
6271319,Construction,1932 1ST AVE,COMMERCIAL,ALTER,Plan Review,1,1/11/11,1/24/11,,,Permit Issued,,47.61108861,-122.3421831
6266240,Construction,419 OCCIDENTAL AVE S,COMMERCIAL,ALTER,Plan Review,75000,11/9/10,1/24/11,,,Permit Issued,,47.59855945,-122.3332877
6272859,Construction,1201 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,No plan review,3200,1/25/11,1/25/11,3/15/11,7/25/12,Permit Closed,,47.63108142,-122.3274716
6263027,Construction,500 BOREN AVE N,COMMERCIAL,ADD/ALT,Plan Review,1043820,12/10/10,1/25/11,4/4/11,7/25/12,Permit Closed,,47.6238397,-122.335618
6271763,Construction,1301 5TH AVE,COMMERCIAL,ALTER,Plan Review,95000,1/12/11,1/25/11,3/7/11,7/25/12,Permit Closed,,47.60896713,-122.3348214
6272139,Construction,600 UNIVERSITY ST,COMMERCIAL,ALTER,Plan Review,25320,1/18/11,1/25/11,3/11/13,7/25/12,Permit Closed,,47.60967252,-122.3323065
6270120,Construction,2001 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,120000,1/26/11,1/26/11,5/6/11,7/26/12,Permit Closed,,47.61304116,-122.3406009
6273005,Construction,1325 6TH AVE,COMMERCIAL,ADD/ALT,No plan review,46000,1/26/11,1/26/11,5/18/11,7/26/12,Permit Closed,,47.60968619,-122.3338067
6272987,Construction,9061 DELRIDGE WAY SW,COMMERCIAL,ADD/ALT,No plan review,58000,1/26/11,1/26/11,4/18/11,7/26/12,Permit Closed,,47.5212377,-122.3589165
6272927,Construction,2950 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,No plan review,10000,1/26/11,1/26/11,3/11/11,7/26/12,Permit Closed,,47.64839194,-122.3231575
6265747,Construction,401 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,14000,1/5/11,1/26/11,2/24/11,7/26/12,Permit Closed,,47.59903092,-122.3346285
6264781,Construction,1000 4TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,4500,12/15/10,1/26/11,2/17/11,7/26/12,Permit Closed,,47.59440058,-122.3284052
6266192,Construction,4915 25TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,60000,12/6/10,1/26/11,2/28/11,7/26/12,Permit Closed,,47.66517119,-122.3018716
6255282,Construction,1715 E MADISON ST,COMMERCIAL,ADD/ALT,Plan Review,25000,11/29/10,1/26/11,11/15/11,7/26/12,Permit Closed,,47.61565184,-122.3095012
6259500,Construction,1505 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,50000,11/3/10,1/26/11,10/11/11,7/26/12,Permit Closed,,47.63264186,-122.3417277
6248451,Construction,5301 LEARY AVE NW,COMMERCIAL,ADD/ALT,Plan Review,250000,6/21/10,1/26/11,11/12/13,1/26/14,Permit Closed,,47.66646398,-122.3826433
6259240,Construction,3312 RAINIER AVE S,COMMERCIAL,ADD/ALT,No plan review,200,1/27/11,1/27/11,,7/27/12,Permit Closed,,47.57366118,-122.2943381
6273044,Construction,825 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,No plan review,50000,1/27/11,1/27/11,5/11/11,7/27/12,Permit Closed,,47.62667824,-122.3296652
6269942,Construction,606 BROADWAY E,COMMERCIAL,ADD/ALT,Plan Review,100000,1/13/11,1/27/11,4/1/11,7/27/12,Permit Closed,,47.6246413,-122.3206958
6261361,Construction,1301 2ND AVE,COMMERCIAL,ADD/ALT,Plan Review,150000,10/19/10,1/27/11,,7/27/12,Permit Closed,,47.60740726,-122.3377828
6273170,Construction,7324 15TH AVE NW,COMMERCIAL,ADD/ALT,No plan review,650,1/28/11,1/28/11,7/16/12,7/28/12,Permit Closed,,47.68215986,-122.3765143
6273147,Construction,325 9TH AVE,COMMERCIAL,ADD/ALT,No plan review,80000,1/28/11,1/28/11,6/9/11,7/28/12,Permit Closed,,47.60399886,-122.3237836
6267570,Construction,2300 N 45TH ST,COMMERCIAL,ADD/ALT,Plan Review,42450,11/24/10,1/28/11,4/11/11,7/28/12,Permit Closed,,47.66167232,-122.3309448
6252272,Construction,565 13TH AVE,COMMERCIAL,ADD/ALT,Plan Review,1000,7/26/10,1/28/11,3/30/11,7/28/12,Permit Closed,,47.60729859,-122.3157511
6273267,Construction,1007 1ST AVE,COMMERCIAL,ADD/ALT,No plan review,1,1/31/11,1/31/11,2/3/11,7/31/12,Permit Closed,,47.60480378,-122.3368108
6269619,Construction,1200 6TH AVE,COMMERCIAL,ALTER,Plan Review,50000,12/16/10,1/31/11,3/31/11,7/31/12,Permit Closed,,47.60909624,-122.3320319
6273446,Construction,401 NE NORTHGATE WAY,COMMERCIAL,ADD/ALT,No plan review,25000,2/1/11,2/1/11,,8/1/12,Permit Closed,,47.70825431,-122.3237834
6273418,Construction,319 SENECA ST,COMMERCIAL,ADD/ALT,No plan review,8000,2/1/11,2/1/11,2/28/11,8/1/12,Permit Closed,,47.60727803,-122.3343236
6273407,Construction,7500 25TH AVE NE,COMMERCIAL,ADD/ALT,No plan review,21000,2/1/11,2/1/11,5/17/11,8/1/12,Permit Closed,,47.6832431,-122.3004367
6258614,Construction,500 17TH AVE,COMMERCIAL,ADD/ALT,Plan Review,80000,9/28/10,2/1/11,8/1/12,8/1/12,Permit Closed,,47.6070606,-122.309671
6273545,Construction,900 UNIVERSITY ST,COMMERCIAL,ADD/ALT,No plan review,57000,2/2/11,2/2/11,,8/2/12,Permit Closed,,47.61089077,-122.3293349
6269781,Construction,311 FAIRVIEW AVE N,COMMERCIAL,ADD/ALT,Plan Review,35000,1/25/11,2/2/11,2/22/11,8/2/12,Permit Closed,,47.62116459,-122.334776
6272598,Construction,219 TERRY AVE N,COMMERCIAL,ADD/ALT,Plan Review,100000,1/25/11,2/2/11,11/30/11,8/2/12,Permit Closed,,47.6203861,-122.3376037
6270680,Construction,5219 SHILSHOLE AVE NW,COMMERCIAL,ADD/ALT,Plan Review,40000,1/21/11,2/2/11,7/24/12,8/2/12,Permit Closed,,47.66443451,-122.3835387
6267966,Construction,2411 ALASKAN WAY,COMMERCIAL,ADD/ALT,Plan Review,16000,1/6/11,2/2/11,4/27/11,8/2/12,Permit Closed,,47.61241077,-122.3507671
6261338,Construction,519 BROADWAY E,COMMERCIAL,ADD/ALT,Plan Review,419988,12/21/10,2/2/11,3/30/11,8/2/12,Permit Closed,,47.62377547,-122.321217
6260401,Construction,306 FAIRVIEW AVE N,COMMERCIAL,ADD/ALT,Plan Review,110000,12/13/10,2/2/11,6/1/11,8/2/12,Permit Closed,,47.6211008,-122.3339072
6251693,Construction,900 POPLAR PL S,COMMERCIAL,ADD/ALT,Plan Review,145000,11/18/10,2/2/11,5/19/11,8/2/12,Permit Closed,,47.59388804,-122.3112566
6273675,Construction,6850 EAST GREEN LAKE WAY N,COMMERCIAL,ADD/ALT,No plan review,10000,2/3/11,2/3/11,3/16/11,8/3/12,Permit Closed,,47.67811249,-122.3272023
6273649,Construction,2001 W GARFIELD ST,COMMERCIAL,ADD/ALT,No plan review,49537,2/3/11,2/3/11,5/12/11,8/3/12,Permit Closed,,47.63100625,-122.3828297
6273324,Construction,800 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,48972,1/31/11,2/3/11,3/1/11,8/3/12,Permit Closed,,47.60573523,-122.3302935
6260123,Construction,701 S ORCAS ST,COMMERCIAL,ADD/ALT,Plan Review,500,1/27/11,2/3/11,,8/3/12,Permit Closed,,47.55049466,-122.3238391
6265178,Construction,2630 1ST AVE,COMMERCIAL,ADD/ALT,Plan Review,298883,12/15/10,2/3/11,5/23/11,8/3/12,Permit Closed,,47.61590444,-122.3501773
6260038,Construction,4500 25TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,27000,12/9/10,2/3/11,3/16/11,8/3/12,Permit Closed,,47.66265625,-122.2983352
6263678,Construction,5603 4TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,100000,11/10/10,2/3/11,4/18/11,8/3/12,Permit Closed,,47.55256008,-122.3298442
6251078,Construction,1223 E CHERRY ST,COMMERCIAL,ADD/ALT,Plan Review,1238787,11/1/10,2/3/11,9/15/11,8/3/12,Permit Closed,,47.60786745,-122.315871
6249569,Construction,2401 NW 80TH ST,COMMERCIAL,ADD/ALT,Plan Review,77000,9/20/10,2/3/11,12/17/12,8/3/12,Permit Closed,,47.68657752,-122.3880009
6272246,Construction,61 COLUMBIA ST,COMMERCIAL,ALTER,Plan Review,110000,1/19/11,2/3/11,3/25/11,8/3/12,Permit Closed,,47.60247931,-122.3362204
6271332,Construction,720 3RD AVE,COMMERCIAL,ALTER,Plan Review,300000,1/6/11,2/3/11,4/21/11,8/3/12,Permit Closed,,47.60411459,-122.3322666
6272806,Construction,1300 DEXTER AVE N,COMMERCIAL,ALTER,Plan Review,40000,1/25/11,2/3/11,3/14/11,8/3/12,Permit Closed,,47.63116139,-122.341948
6273697,Construction,2201 WESTLAKE AVE,COMMERCIAL,ADD/ALT,No plan review,12000,2/4/11,2/4/11,12/12/11,8/4/12,Permit Closed,,47.61811095,-122.3390982
6273695,Construction,2201 WESTLAKE AVE,COMMERCIAL,ADD/ALT,No plan review,14000,2/4/11,2/4/11,12/12/11,8/4/12,Permit Closed,,47.61811095,-122.3390982
6273698,Construction,2201 WESTLAKE AVE,COMMERCIAL,ADD/ALT,No plan review,13000,2/4/11,2/4/11,12/12/11,8/4/12,Permit Closed,,47.61811095,-122.3390982
6267166,Construction,1426 23RD AVE,COMMERCIAL,ADD/ALT,Plan Review,5000,1/31/11,2/4/11,2/23/12,8/4/12,Permit Closed,,47.61386614,-122.3023218
6259403,Construction,3101 W COMMODORE WAY,COMMERCIAL,ADD/ALT,Plan Review,20000,1/3/11,2/4/11,9/23/13,2/4/14,Permit Closed,3011836,47.6635497,-122.3970101
6268856,Construction,300 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,3715779,12/30/10,2/4/11,7/25/11,8/4/12,Permit Closed,,47.60214506,-122.3272781
6265410,Construction,2236 32ND AVE W,COMMERCIAL,ADD/ALT,Plan Review,32500,12/20/10,2/4/11,3/30/11,8/4/12,Permit Closed,,47.63932742,-122.3981036
6262406,Construction,300 8TH AVE N,COMMERCIAL,ADD/ALT,Plan Review,600000,11/12/10,2/4/11,6/22/11,8/4/12,Permit Closed,,47.6213124,-122.3407661
6252895,Construction,805 NE 65TH ST,COMMERCIAL,ADD/ALT,Plan Review,85000,9/22/10,2/4/11,10/9/12,2/4/14,Permit Closed,,47.67568039,-122.319535
6273184,Construction,1616 16TH AVE,COMMERCIAL,NO CONSTRUCTION,Plan Review,2500,2/4/11,2/4/11,5/17/11,8/4/12,Permit Closed,,47.61574637,-122.3111449
6267252,Construction,3500 INTERLAKE AVE N,COMMERCIAL,TEMP,Plan Review,12000,11/18/10,2/4/11,2/13/12,8/4/12,Permit Closed,,47.64944562,-122.3412361
6267251,Construction,3500 INTERLAKE AVE N,COMMERCIAL,TEMP,Plan Review,10000,11/18/10,2/4/11,2/13/12,8/4/12,Permit Closed,,47.64944562,-122.3412361
6250656,Construction,3500 INTERLAKE AVE N,COMMERCIAL,TEMP,Plan Review,10000,11/18/10,2/4/11,2/13/12,8/4/12,Permit Closed,,47.64944562,-122.3412361
6273958,Construction,1100 OLIVE WAY,COMMERCIAL,ADD/ALT,No plan review,58000,2/7/11,2/7/11,3/9/11,8/7/12,Permit Closed,,47.61597954,-122.3308696
6273928,Construction,4217 SW COLLEGE ST,COMMERCIAL,ADD/ALT,No plan review,5000,2/7/11,2/7/11,6/15/11,8/7/12,Permit Closed,,47.5828281,-122.3861696
6273901,Construction,800 OCCIDENTAL AVE S,COMMERCIAL,ADD/ALT,No plan review,59394,2/7/11,2/7/11,9/6/12,8/7/12,Permit Closed,,47.59544395,-122.3316077
6263133,Construction,1250 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,2500000,11/2/10,2/7/11,3/28/11,8/7/12,Permit Closed,,47.59085645,-122.3335583
6260050,Construction,1201 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,30989,10/14/10,2/7/11,,8/7/12,Permit Closed,,47.60723772,-122.3361213
6260489,Construction,2626 NE UNIVERSITY VILLAGE ST,COMMERCIAL,ADD/ALT,Plan Review,615000,10/13/10,2/7/11,9/1/11,8/7/12,Permit Closed,,47.6635555,-122.2991354
6127038,Construction,3417 EVANSTON AVE N,COMMERCIAL,NEW,Plan Review,10055132,1/8/08,2/7/11,10/18/12,2/7/14,Permit Closed,3006816,47.65061774,-122.3516034
6166341,Demolition,3417 EVANSTON AVE N,COMMERCIAL,,No plan review,1,12/21/10,2/7/11,8/9/12,8/7/12,Permit Closed,3006816,47.65061774,-122.3516034
6270299,Construction,1100 OLIVE WAY,COMMERCIAL,ADD/ALT,No plan review,389000,2/8/11,2/8/11,7/15/11,8/8/12,Permit Closed,,47.61597954,-122.3308696
6270929,Construction,10000 AURORA AVE N,COMMERCIAL,ADD/ALT,Plan Review,9750,1/10/11,2/8/11,4/12/11,8/8/12,Permit Closed,,47.70158196,-122.3441237
6260898,Construction,4429 WALLINGFORD AVE N,COMMERCIAL,ADD/ALT,Plan Review,14906,12/6/10,2/8/11,6/3/11,8/8/12,Permit Closed,,47.66095444,-122.3364698
6257716,Construction,220 W MERCER ST,COMMERCIAL,ADD/ALT,Plan Review,50000,9/28/10,2/8/11,,8/8/12,Permit Issued,,47.62495719,-122.3603742
6274110,Construction,5303 SHILSHOLE AVE NW,COMMERCIAL,ADD/ALT,No plan review,15000,2/9/11,2/9/11,,8/9/12,Permit Closed,,47.66587697,-122.3847787
6272509,Construction,1001 MADISON ST,COMMERCIAL,ALTER,Plan Review,86932,1/21/11,2/9/11,4/5/11,8/9/12,Permit Closed,,47.60886761,-122.3256183
6254288,Construction,505 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,480000,11/17/10,2/10/11,10/17/12,2/10/14,Permit Closed,,47.59767176,-122.3346883
6273083,Construction,1501 4TH AVE,COMMERCIAL,ALTER,Plan Review,150000,1/27/11,2/10/11,,8/10/12,Permit Issued,,47.6102272,-122.3374679
6273084,Construction,1501 4TH AVE,COMMERCIAL,ALTER,Plan Review,650000,1/27/11,2/10/11,,8/10/12,Permit Issued,,47.6102272,-122.3374679
6274397,Construction,11011 MERIDIAN AVE N,COMMERCIAL,ADD/ALT,No plan review,1500,2/11/11,2/11/11,3/31/11,8/11/12,Permit Closed,,47.7088742,-122.33495
6274344,Construction,1100 FAIRVIEW AVE N,COMMERCIAL,ADD/ALT,No plan review,15000,2/11/11,2/11/11,3/28/11,8/11/12,Permit Closed,,47.62855692,-122.3303677
6256539,Construction,2101 E YESLER WAY,COMMERCIAL,ADD/ALT,Plan Review,48000,2/11/11,2/11/11,4/5/12,8/11/12,Permit Closed,,47.6013259,-122.3047824
6274053,Construction,151 JOHN ST,COMMERCIAL,ADD/ALT,Plan Review,150,2/8/11,2/11/11,8/22/12,2/11/14,Permit Closed,,47.61958854,-122.3537903
6273638,Construction,124 WARREN AVE N,COMMERCIAL,ADD/ALT,Plan Review,19850,2/8/11,2/11/11,8/27/12,2/11/14,Permit Closed,,47.61924936,-122.3539199
6233138,Construction,1404 E YESLER WAY,COMMERCIAL,ADD/ALT,Plan Review,45798,2/3/11,2/11/11,4/11/11,8/11/12,Permit Closed,,47.60190386,-122.3138069
